id,Age
74622,8.150789
74623,7.245939
74624,8.704916
74625,9.905853
74626,10.699424
74627,8.669134
74628,12.161539
74629,11.378244
74630,14.051307
74631,13.163813
74632,8.076509
74633,14.993665
74634,8.730649
74635,9.919541
74636,13.001263
74637,7.382674
74638,6.667699
74639,9.195125
74640,7.6339164
74641,7.147927
74642,8.170652
74643,10.493024
74644,10.316649
74645,3.8177803
74646,8.617283
74647,9.985917
74648,10.904283
74649,5.422345
74650,12.966908
74651,9.921762
74652,12.278086
74653,5.543805
74654,12.117269
74655,10.875912
74656,8.243592
74657,8.394813
74658,11.283975
74659,9.865463
74660,9.301308
74661,14.651854
74662,7.5992594
74663,11.331153
74664,10.720214
74665,14.993438
74666,10.146765
74667,8.506844
74668,11.031535
74669,9.710692
74670,10.644983
74671,9.746549
74672,10.140471
74673,9.778512
74674,8.766287
74675,12.422022
74676,9.512034
74677,9.823288
74678,9.774544
74679,9.590893
74680,10.014543
74681,8.896052
74682,9.7473545
74683,6.5996857
74684,7.1306767
74685,5.9272165
74686,5.813008
74687,9.399878
74688,9.589857
74689,9.268884
74690,8.095005
74691,11.355794
74692,7.307385
74693,7.26796
74694,10.248836
74695,9.732597
74696,5.993628
74697,8.352727
74698,7.1321383
74699,11.24977
74700,7.862982
74701,9.4013815
74702,12.777988
74703,6.568302
74704,10.485772
74705,5.4399953
74706,6.1745048
74707,5.339362
74708,12.314506
74709,9.862068
74710,7.399613
74711,11.618363
74712,12.401525
74713,7.113227
74714,7.6581693
74715,10.069206
74716,7.731638
74717,8.728168
74718,9.422087
74719,9.500492
74720,7.9853287
74721,10.281772
74722,14.275273
74723,9.614519
74724,10.752133
74725,14.93505
74726,11.579899
74727,8.132025
74728,11.46972
74729,9.8600855
74730,10.087155
74731,9.020001
74732,12.003081
74733,10.852025
74734,7.085004
74735,10.825159
74736,7.494974
74737,10.734176
74738,7.377789
74739,10.908678
74740,8.694975
74741,8.509441
74742,11.781735
74743,10.865418
74744,8.588838
74745,8.45638
74746,11.409414
74747,10.361717
74748,9.953506
74749,9.540033
74750,7.7017827
74751,9.503988
74752,8.300316
74753,7.108474
74754,13.513709
74755,10.421374
74756,6.930875
74757,9.643845
74758,11.850023
74759,7.5392494
74760,11.882939
74761,8.698957
74762,7.121228
74763,16.18568
74764,9.862536
74765,9.69551
74766,9.83711
74767,6.6545224
74768,9.4319
74769,9.092954
74770,8.62493
74771,12.042275
74772,10.387577
74773,8.89292
74774,10.849028
74775,11.817916
74776,10.211093
74777,6.374956
74778,6.277222
74779,9.587327
74780,10.374154
74781,8.9794445
74782,8.303893
74783,10.392424
74784,10.345051
74785,11.960195
74786,10.319437
74787,13.852887
74788,7.0171638
74789,4.7163477
74790,9.17127
74791,12.543413
74792,5.788452
74793,7.076302
74794,13.204849
74795,11.015652
74796,12.697656
74797,8.075685
74798,12.599904
74799,10.152602
74800,15.927945
74801,8.899013
74802,11.124161
74803,11.938963
74804,10.047247
74805,10.025728
74806,5.153079
74807,5.0300426
74808,7.0966673
74809,16.029182
74810,6.4189205
74811,10.277715
74812,10.020332
74813,11.164756
74814,9.96847
74815,9.149434
74816,11.558881
74817,12.670853
74818,9.134303
74819,8.941125
74820,10.493263
74821,10.422966
74822,9.919794
74823,7.8072424
74824,10.399768
74825,6.9223742
74826,9.332753
74827,10.330863
74828,9.572149
74829,10.506835
74830,9.262597
74831,7.542919
74832,7.828771
74833,13.893925
74834,11.919732
74835,9.62151
74836,10.665989
74837,11.402259
74838,8.578661
74839,7.3354163
74840,9.1980295
74841,8.722062
74842,10.627844
74843,8.7731085
74844,8.636262
74845,9.537182
74846,11.638736
74847,8.988999
74848,9.729221
74849,9.698429
74850,6.5289254
74851,8.354274
74852,10.386618
74853,5.0730944
74854,15.172446
74855,13.842707
74856,10.341058
74857,17.560516
74858,9.809256
74859,10.068935
74860,9.612543
74861,10.846647
74862,10.169032
74863,7.8211946
74864,11.725312
74865,10.162442
74866,10.791823
74867,14.532548
74868,9.4403305
74869,9.192621
74870,10.25107
74871,8.775272
74872,10.1131315
74873,11.547717
74874,12.051414
74875,10.457316
74876,9.512759
74877,10.1274605
74878,7.133199
74879,8.032783
74880,9.602087
74881,10.220426
74882,8.483296
74883,9.956185
74884,6.9229546
74885,12.58614
74886,11.457914
74887,5.526924
74888,8.989337
74889,7.728989
74890,8.128949
74891,10.753465
74892,9.4798565
74893,9.306428
74894,12.466196
74895,8.114034
74896,9.232501
74897,9.309402
74898,9.759717
74899,12.071674
74900,12.221872
74901,7.001544
74902,5.8296466
74903,11.032301
74904,10.265597
74905,10.145742
74906,9.880127
74907,5.618956
74908,9.558166
74909,9.278128
74910,10.269553
74911,8.187933
74912,9.562076
74913,10.997867
74914,10.4656515
74915,6.321915
74916,11.691513
74917,6.9211764
74918,12.401319
74919,11.78992
74920,10.343268
74921,3.941519
74922,9.713695
74923,9.481337
74924,11.060266
74925,9.040087
74926,11.209823
74927,6.682095
74928,6.765541
74929,8.281483
74930,9.189508
74931,9.187133
74932,7.8139424
74933,16.196838
74934,9.008123
74935,10.390042
74936,7.885442
74937,8.020798
74938,9.763998
74939,11.3940935
74940,7.2788315
74941,10.511971
74942,7.7427335
74943,9.683863
74944,10.031002
74945,7.8456793
74946,9.803429
74947,11.762042
74948,7.386279
74949,9.621097
74950,4.8628426
74951,11.431901
74952,11.294383
74953,11.484325
74954,9.353293
74955,10.497657
74956,7.0907154
74957,9.805491
74958,7.7164373
74959,8.369744
74960,10.103531
74961,11.117139
74962,10.749259
74963,10.342077
74964,8.733461
74965,8.918368
74966,8.327353
74967,10.826537
74968,8.148262
74969,13.378778
74970,10.507665
74971,8.146842
74972,6.9082584
74973,9.20241
74974,15.835404
74975,10.354064
74976,11.097818
74977,5.549752
74978,5.9444385
74979,7.1329174
74980,9.762956
74981,6.3940024
74982,9.539931
74983,5.3018246
74984,7.5313516
74985,11.044998
74986,3.807652
74987,8.082866
74988,5.1210823
74989,8.363752
74990,9.74068
74991,8.483177
74992,8.457297
74993,11.692574
74994,6.4843545
74995,9.357503
74996,10.932817
74997,7.3568068
74998,14.150537
74999,10.287728
75000,9.82717
75001,12.584282
75002,7.755679
75003,9.516708
75004,8.485496
75005,9.610441
75006,13.723309
75007,10.604591
75008,8.858809
75009,8.107069
75010,10.489897
75011,9.843213
75012,11.510976
75013,4.889151
75014,6.763358
75015,8.338928
75016,7.565567
75017,14.691997
75018,14.4951515
75019,3.9261584
75020,14.871789
75021,7.769331
75022,9.906487
75023,10.969735
75024,3.936772
75025,10.459729
75026,9.897268
75027,9.662675
75028,11.077247
75029,8.389619
75030,9.533381
75031,11.399045
75032,10.314878
75033,11.552226
75034,5.896457
75035,9.654924
75036,9.805839
75037,9.726306
75038,10.542149
75039,10.089711
75040,9.755703
75041,7.5809035
75042,10.556633
75043,8.202106
75044,11.669198
75045,11.989257
75046,9.091448
75047,10.9700365
75048,10.092194
75049,8.897308
75050,9.680067
75051,6.420813
75052,13.223612
75053,10.008154
75054,8.7193165
75055,6.4359007
75056,9.471692
75057,10.004176
75058,10.421374
75059,7.2358956
75060,7.32443
75061,11.268784
75062,9.774464
75063,5.7452893
75064,9.190216
75065,4.167824
75066,8.133598
75067,9.9170885
75068,7.791518
75069,12.758563
75070,15.4637575
75071,8.562682
75072,9.666896
75073,6.2327375
75074,7.9940186
75075,6.9058757
75076,11.284388
75077,8.538813
75078,9.319991
75079,8.082587
75080,7.345995
75081,7.2889123
75082,10.540903
75083,8.388273
75084,14.931325
75085,9.117403
75086,8.30661
75087,10.362875
75088,6.5027633
75089,9.895708
75090,10.046727
75091,7.2910247
75092,15.139749
75093,10.839217
75094,6.474947
75095,7.478455
75096,7.6608396
75097,7.1697774
75098,10.726813
75099,13.307281
75100,11.503807
75101,11.465931
75102,9.755244
75103,9.75256
75104,6.1274414
75105,7.7277513
75106,8.50156
75107,13.183286
75108,7.6336517
75109,9.348873
75110,12.599802
75111,11.677655
75112,8.4392
75113,7.663901
75114,13.549181
75115,10.909978
75116,6.636058
75117,8.346576
75118,10.824174
75119,8.519052
75120,10.169302
75121,11.001913
75122,7.073582
75123,10.173353
75124,6.6225452
75125,10.970295
75126,12.019674
75127,9.368893
75128,8.914833
75129,8.351969
75130,5.938599
75131,10.00234
75132,12.567177
75133,11.033009
75134,8.790016
75135,10.696009
75136,10.828438
75137,9.608685
75138,8.197851
75139,7.0664787
75140,8.6742
75141,9.067783
75142,6.253413
75143,10.287945
75144,10.586824
75145,12.818931
75146,7.896688
75147,8.675504
75148,9.228931
75149,8.79375
75150,6.104314
75151,4.7484803
75152,6.028895
75153,11.708418
75154,7.777997
75155,8.292979
75156,10.172449
75157,10.333451
75158,13.482025
75159,6.7570467
75160,9.684105
75161,6.7904344
75162,10.135179
75163,8.136322
75164,12.297718
75165,10.86074
75166,11.177616
75167,4.850623
75168,7.0853095
75169,15.185738
75170,7.7835093
75171,10.169835
75172,10.456589
75173,10.033546
75174,20.26163
75175,9.452653
75176,11.625469
75177,9.950873
75178,4.094056
75179,9.933118
75180,9.377255
75181,8.229001
75182,9.719307
75183,11.707621
75184,11.269962
75185,9.866867
75186,10.943935
75187,9.956963
75188,7.673898
75189,10.835971
75190,7.5856576
75191,11.177488
75192,11.766928
75193,14.4594
75194,9.6423025
75195,9.595468
75196,6.3427706
75197,7.2759595
75198,9.785819
75199,6.909203
75200,11.051266
75201,8.8096485
75202,6.681293
75203,9.914206
75204,10.50851
75205,8.161869
75206,8.530687
75207,9.128627
75208,10.043295
75209,11.128556
75210,11.480885
75211,9.399543
75212,9.777795
75213,13.201799
75214,8.872289
75215,9.777771
75216,9.831108
75217,9.562706
75218,9.661248
75219,15.021579
75220,6.857382
75221,9.937915
75222,9.1456
75223,8.893983
75224,6.8187137
75225,8.47944
75226,11.983899
75227,5.3203583
75228,11.487466
75229,9.685583
75230,7.924965
75231,10.042045
75232,9.345884
75233,13.782139
75234,9.387124
75235,7.6408277
75236,11.521711
75237,6.763772
75238,6.62586
75239,11.444255
75240,6.981114
75241,7.5041704
75242,8.9963255
75243,11.055711
75244,7.041429
75245,12.515057
75246,10.199898
75247,10.585557
75248,6.5663
75249,11.169855
75250,10.33111
75251,9.974274
75252,9.071252
75253,10.8443
75254,13.328588
75255,12.779432
75256,8.789494
75257,16.741861
75258,10.807501
75259,12.445565
75260,5.685995
75261,10.185642
75262,13.775215
75263,7.1372337
75264,9.507601
75265,9.636999
75266,11.325915
75267,11.292475
75268,11.148919
75269,9.525587
75270,5.402336
75271,7.9719753
75272,8.587532
75273,4.582859
75274,12.405473
75275,9.316702
75276,13.396739
75277,6.5940776
75278,11.006049
75279,6.806099
75280,4.820698
75281,7.9860554
75282,10.981095
75283,7.557938
75284,10.315742
75285,10.61421
75286,9.987052
75287,5.912395
75288,10.90817
75289,11.14751
75290,16.107649
75291,10.011265
75292,9.724983
75293,10.841232
75294,11.204436
75295,9.404058
75296,5.4571404
75297,8.391498
75298,9.674907
75299,7.7901816
75300,9.909642
75301,10.547319
75302,9.138281
75303,6.4270015
75304,10.826913
75305,10.701984
75306,7.2479978
75307,9.128425
75308,11.71241
75309,6.549406
75310,10.802365
75311,9.05785
75312,11.4769535
75313,8.830062
75314,9.421954
75315,9.589637
75316,5.7249026
75317,9.127219
75318,10.044691
75319,17.50542
75320,9.076579
75321,9.324431
75322,9.680168
75323,6.994033
75324,9.531958
75325,8.832938
75326,8.061539
75327,6.319693
75328,10.115171
75329,6.367146
75330,7.6212344
75331,11.14362
75332,11.059022
75333,9.120827
75334,11.435712
75335,6.282908
75336,11.786244
75337,10.223724
75338,10.036059
75339,10.90884
75340,11.374582
75341,8.4387455
75342,4.9102964
75343,8.869475
75344,10.589746
75345,8.609073
75346,13.284501
75347,9.600111
75348,4.008807
75349,11.892836
75350,7.532354
75351,6.001676
75352,5.195175
75353,8.239091
75354,6.3720512
75355,7.0828347
75356,8.740425
75357,11.1324835
75358,10.923918
75359,8.734045
75360,7.053684
75361,7.041512
75362,10.332325
75363,10.833709
75364,9.045961
75365,7.0552564
75366,7.082589
75367,10.1218405
75368,13.51537
75369,10.278842
75370,10.277782
75371,6.8359723
75372,7.6228943
75373,9.279668
75374,7.290364
75375,13.023153
75376,15.33337
75377,13.55812
75378,10.989567
75379,9.636602
75380,6.7312927
75381,10.884456
75382,7.63613
75383,6.7418823
75384,13.8564
75385,8.103906
75386,13.045114
75387,9.93593
75388,10.728966
75389,11.926795
75390,13.79959
75391,10.879077
75392,6.630249
75393,16.13102
75394,14.149254
75395,7.8158464
75396,11.057189
75397,10.733617
75398,6.795058
75399,12.98961
75400,6.4794846
75401,8.536835
75402,8.630031
75403,9.203174
75404,8.410658
75405,11.035369
75406,6.744697
75407,5.5964847
75408,9.340809
75409,9.228795
75410,13.009239
75411,12.758959
75412,6.091151
75413,7.8764205
75414,10.055182
75415,9.304453
75416,5.9365616
75417,9.60814
75418,9.665186
75419,7.935665
75420,11.623084
75421,12.036618
75422,10.72857
75423,10.342633
75424,7.7578626
75425,9.473748
75426,9.955718
75427,6.8225493
75428,10.649967
75429,11.365995
75430,9.984268
75431,5.2481294
75432,7.7549653
75433,9.368128
75434,10.223396
75435,8.406753
75436,8.892199
75437,10.848614
75438,10.160484
75439,10.491641
75440,10.651481
75441,7.07716
75442,10.71743
75443,10.53102
75444,9.137529
75445,7.2205987
75446,6.9056096
75447,10.988072
75448,8.982514
75449,10.311288
75450,6.3776464
75451,10.40619
75452,9.918355
75453,9.627698
75454,10.219518
75455,11.879263
75456,10.626382
75457,10.848479
75458,6.396281
75459,9.391435
75460,15.05486
75461,10.504551
75462,9.078649
75463,13.136611
75464,11.0338745
75465,10.77554
75466,10.726125
75467,9.353148
75468,6.599103
75469,10.247003
75470,10.404325
75471,11.059435
75472,6.793875
75473,7.988852
75474,10.360598
75475,9.174576
75476,10.277094
75477,12.823017
75478,6.932242
75479,11.461743
75480,8.73841
75481,11.681602
75482,14.529631
75483,8.26554
75484,11.055347
75485,9.654168
75486,8.666922
75487,7.2769017
75488,7.625142
75489,5.9357104
75490,7.6946282
75491,12.607755
75492,12.323778
75493,9.340688
75494,8.959506
75495,7.8773217
75496,8.049624
75497,11.092828
75498,7.2331038
75499,7.354513
75500,8.632633
75501,9.354513
75502,9.932714
75503,12.459475
75504,7.8876295
75505,9.931436
75506,10.970097
75507,4.7465587
75508,9.928563
75509,7.966316
75510,8.1933155
75511,10.609391
75512,12.484645
75513,11.418213
75514,7.0611854
75515,6.194572
75516,4.475794
75517,10.398171
75518,9.590172
75519,9.940406
75520,10.081628
75521,10.813302
75522,6.0574718
75523,9.288977
75524,9.548525
75525,7.081025
75526,7.636712
75527,5.3558536
75528,6.409301
75529,7.050888
75530,6.483636
75531,10.380341
75532,11.565152
75533,10.410994
75534,7.4457335
75535,9.766879
75536,10.34899
75537,18.035574
75538,14.090878
75539,7.428735
75540,10.308748
75541,8.273932
75542,10.129451
75543,10.501762
75544,10.2656765
75545,6.881984
75546,12.567009
75547,7.266884
75548,7.314492
75549,8.733671
75550,5.275973
75551,9.328981
75552,3.6598165
75553,6.466896
75554,9.288014
75555,11.108913
75556,3.817656
75557,8.810899
75558,10.164557
75559,10.611303
75560,9.065569
75561,8.879301
75562,14.809813
75563,10.264761
75564,11.680298
75565,11.856662
75566,8.281491
75567,7.1071205
75568,9.88518
75569,12.4654875
75570,9.794204
75571,6.916112
75572,13.245592
75573,8.733428
75574,10.195078
75575,7.4598675
75576,6.496865
75577,6.4511127
75578,10.88123
75579,5.838139
75580,7.846465
75581,9.548
75582,7.6255183
75583,11.988707
75584,11.904636
75585,10.633246
75586,6.478551
75587,9.529561
75588,11.53302
75589,5.3894477
75590,11.233513
75591,10.874642
75592,13.168124
75593,9.793771
75594,5.3316526
75595,8.851423
75596,8.165576
75597,10.382173
75598,10.01481
75599,5.917755
75600,6.6487746
75601,10.240953
75602,6.5948224
75603,8.087824
75604,13.815233
75605,12.66854
75606,6.48596
75607,10.656265
75608,11.037149
75609,8.684038
75610,9.684509
75611,11.093467
75612,9.894341
75613,9.501768
75614,11.441629
75615,9.021468
75616,7.009166
75617,8.865705
75618,9.540453
75619,8.269513
75620,10.517431
75621,7.3380904
75622,15.979292
75623,11.887217
75624,12.597174
75625,10.964521
75626,10.1875
75627,10.749061
75628,9.941645
75629,9.579177
75630,6.5960684
75631,11.35406
75632,13.237431
75633,8.656173
75634,9.676468
75635,10.713523
75636,8.909476
75637,8.241097
75638,12.826922
75639,9.666221
75640,8.058685
75641,8.244989
75642,7.0435634
75643,5.44213
75644,9.355063
75645,10.062042
75646,10.529504
75647,4.696446
75648,12.081529
75649,11.449697
75650,8.851405
75651,10.146032
75652,10.773496
75653,10.453303
75654,8.6138525
75655,9.413458
75656,5.665827
75657,10.527552
75658,10.503523
75659,10.052293
75660,5.5759764
75661,11.869378
75662,8.500005
75663,8.926271
75664,8.204092
75665,7.882451
75666,8.521782
75667,9.370356
75668,7.6784706
75669,10.319534
75670,9.072318
75671,6.959761
75672,9.7982025
75673,9.549245
75674,13.601355
75675,9.259565
75676,9.522801
75677,13.790873
75678,6.754978
75679,9.655567
75680,10.082773
75681,10.0424
75682,9.773059
75683,11.741925
75684,9.74784
75685,9.118006
75686,9.088085
75687,9.717697
75688,10.574336
75689,6.633451
75690,11.031251
75691,8.074526
75692,11.109532
75693,10.910568
75694,10.4866905
75695,9.572024
75696,7.6140537
75697,10.762704
75698,11.408395
75699,9.591421
75700,10.608631
75701,10.328162
75702,14.825639
75703,11.229265
75704,14.640243
75705,10.013151
75706,4.5913343
75707,7.926786
75708,7.827671
75709,9.64714
75710,9.593472
75711,11.721985
75712,9.53332
75713,8.874234
75714,6.358053
75715,8.621295
75716,9.199557
75717,10.220035
75718,9.129038
75719,10.251213
75720,6.533695
75721,7.763174
75722,10.143568
75723,12.045726
75724,13.744135
75725,6.436875
75726,16.712986
75727,8.78484
75728,10.315602
75729,13.044643
75730,8.958804
75731,3.6081095
75732,7.62422
75733,11.637892
75734,5.3464
75735,8.012928
75736,12.171587
75737,9.73866
75738,6.423167
75739,6.327098
75740,9.90653
75741,7.4977493
75742,12.979363
75743,6.9730062
75744,9.506067
75745,8.035783
75746,12.083869
75747,11.47745
75748,9.227159
75749,10.486042
75750,7.2725887
75751,16.741644
75752,4.063256
75753,11.031081
75754,6.728342
75755,11.460506
75756,10.621125
75757,10.099587
75758,10.371776
75759,5.2571983
75760,12.599494
75761,12.892697
75762,5.397952
75763,11.891194
75764,7.8469815
75765,8.962169
75766,6.0516872
